thi, fhi, fci, U
68.0, 156.0, 441.0, 0.28733332147759993
69.0, 159.0, 446.0, 0.28733332147759993
70.0, 162.0, 451.0, 0.28733332147759993
41.0, 85.0, 107.0, 0.13060151611742918
42.0, 88.0, 112.0, 0.16962080260196286
43.0, 91.0, 117.0, 0.16962080260196286
44.0, 94.0, 122.0, 0.16959872327733824
45.0, 97.0, 127.0, 0.16959872327733824
46.0, 100.0, 132.0, 0.16959872327733824
47.0, 103.0, 137.0, 0.24697427280413106
48.0, 106.0, 142.0, 0.2469693345007785
49.0, 109.0, 147.0, 0.2469693345007785
50.0, 112.0, 152.0, 0.24698325210932295
51.0, 115.0, 157.0, 0.2715122095609463
52.0, 118.0, 162.0, 0.271512631266165
53.0, 121.0, 167.0, 0.271512631266165
54.0, 124.0, 172.0, 0.27155476647758725
55.0, 127.0, 177.0, 0.27155476647758725
56.0, 130.0, 182.0, 0.27155476647758725
57.0, 133.0, 187.0, 0.2713260621068773
58.0, 136.0, 192.0, 0.2713260621068773
59.0, 139.0, 197.0, 0.2713260621068773
60.0, 142.0, 202.0, 0.2698227306735583
61.0, 145.0, 207.0, 0.27139894981573537
62.0, 148.0, 212.0, 0.271129915977343
63.0, 151.0, 217.0, 0.271129915977343
64.0, 154.0, 222.0, 0.27115052639713283
65.0, 157.0, 227.0, 0.27115052639713283
66.0, 160.0, 232.0, 0.27115052639713283
67.0, 163.0, 237.0, 0.27139569946649345
68.0, 166.0, 242.0, 0.27139569946649345
69.0, 169.0, 247.0, 0.27139569946649345
70.0, 172.0, 252.0, 0.27139569946649345
41.0, 85.0, 208.0, 0.17070411994810933
42.0, 88.0, 213.0, 0.17069007330085575
43.0, 91.0, 218.0, 0.17069007330085575
44.0, 94.0, 223.0, 0.17068967964068332
45.0, 97.0, 228.0, 0.17068967964068332
46.0, 100.0, 233.0, 0.17068967964068332
47.0, 103.0, 238.0, 0.2759614197140247
48.0, 106.0, 243.0, 0.2759614197140247
49.0, 109.0, 248.0, 0.2759614197140247
50.0, 112.0, 253.0, 0.2759613817455547
51.0, 115.0, 258.0, 0.329099808320608
52.0, 118.0, 263.0, 0.3290960548295857
53.0, 121.0, 268.0, 0.3290960548295857
54.0, 124.0, 273.0, 0.3290808317790629
55.0, 127.0, 278.0, 0.3290808317790629
56.0, 130.0, 283.0, 0.3290808317790629
57.0, 133.0, 288.0, 0.2873395308075585
58.0, 136.0, 293.0, 0.2873395308075585
59.0, 139.0, 298.0, 0.2873395308075585
60.0, 142.0, 303.0, 0.2874689524834086
61.0, 145.0, 308.0, 0.28729933479314396
62.0, 148.0, 313.0, 0.2873261687064725
63.0, 151.0, 318.0, 0.2873261687064725
64.0, 154.0, 323.0, 0.2873284288605036
65.0, 157.0, 328.0, 0.2873284288605036
66.0, 160.0, 333.0, 0.2873284288605036
67.0, 163.0, 338.0, 0.28733332147759993
68.0, 166.0, 343.0, 0.28733332147759993
69.0, 169.0, 348.0, 0.28733332147759993
70.0, 172.0, 353.0, 0.28733332147759993
51.0, 65.0, 101.0, 0.2467988902411878
52.0, 68.0, 106.0, 0.24680276555100722
53.0, 71.0, 111.0, 0.25407798274236393
54.0, 74.0, 116.0, 0.2539185357876673
55.0, 77.0, 121.0, 0.2538845376529828
56.0, 80.0, 126.0, 0.2538845376529828
57.0, 83.0, 131.0, 0.2399392679445515
58.0, 86.0, 136.0, 0.23993499109379307
59.0, 89.0, 141.0, 0.23993499109379307
60.0, 92.0, 146.0, 0.2399993702857991
61.0, 95.0, 151.0, 0.2399993702857991
62.0, 98.0, 156.0, 0.27141275168640855
63.0, 101.0, 161.0, 0.27141275168640855
64.0, 104.0, 166.0, 0.2713955598249966
65.0, 107.0, 171.0, 0.2713955598249966
66.0, 110.0, 176.0, 0.2713955598249966
67.0, 113.0, 181.0, 0.2714267589475657
68.0, 116.0, 186.0, 0.2714267589475657
69.0, 119.0, 191.0, 0.2714267589475657
70.0, 122.0, 196.0, 0.2714267589475657
71.0, 125.0, 201.0, 0.2714476696684454
72.0, 128.0, 206.0, 0.27158148913986185
73.0, 131.0, 211.0, 0.27139569946649345
74.0, 134.0, 216.0, 0.27139569946649345
75.0, 137.0, 221.0, 0.27139569946649345
76.0, 140.0, 226.0, 0.27139569946649345
77.0, 143.0, 231.0, 0.27139569946649345
78.0, 146.0, 236.0, 0.27139569946649345
79.0, 149.0, 241.0, 0.27139569946649345
80.0, 152.0, 246.0, 0.27139569946649345
51.0, 65.0, 202.0, 0.25168990020030946
52.0, 68.0, 207.0, 0.25014122071604883
53.0, 71.0, 212.0, 0.28231309886217476
54.0, 74.0, 217.0, 0.2828178453275214
55.0, 77.0, 222.0, 0.2828178453275214
56.0, 80.0, 227.0, 0.2828178453275214
57.0, 83.0, 232.0, 0.27109208864973267
58.0, 86.0, 237.0, 0.27109208864973267
59.0, 89.0, 242.0, 0.27109208864973267
60.0, 92.0, 247.0, 0.27102279515033484
61.0, 95.0, 252.0, 0.27102279515033484
62.0, 98.0, 257.0, 0.28730053080144036
63.0, 101.0, 262.0, 0.28730053080144036
64.0, 104.0, 267.0, 0.2872982401295142
65.0, 107.0, 272.0, 0.2872982401295142
66.0, 110.0, 277.0, 0.2872982401295142
67.0, 113.0, 282.0, 0.28729307851090374
68.0, 116.0, 287.0, 0.28729307851090374
69.0, 119.0, 292.0, 0.28729307851090374
70.0, 122.0, 297.0, 0.28729307851090374
71.0, 125.0, 302.0, 0.2872725163645683
72.0, 128.0, 307.0, 0.28730370407253986
73.0, 131.0, 312.0, 0.28733332147759993
74.0, 134.0, 317.0, 0.28733332147759993
75.0, 137.0, 322.0, 0.28733332147759993
76.0, 140.0, 327.0, 0.28733332147759993
77.0, 143.0, 332.0, 0.28733332147759993
78.0, 146.0, 337.0, 0.28733332147759993
79.0, 149.0, 342.0, 0.28733332147759993
80.0, 152.0, 347.0, 0.28733332147759993
51.0, 65.0, 303.0, 0.25970140522654417
52.0, 68.0, 308.0, 0.26268209495342315
53.0, 71.0, 313.0, 0.2958715948754093
54.0, 74.0, 318.0, 0.29587358792987745
55.0, 77.0, 323.0, 0.29587358792987745
56.0, 80.0, 328.0, 0.29587358792987745
57.0, 83.0, 333.0, 0.287327646424899
58.0, 86.0, 338.0, 0.287327646424899
59.0, 89.0, 343.0, 0.287327646424899
60.0, 92.0, 348.0, 0.28733217874938155
61.0, 95.0, 353.0, 0.28733217874938155
62.0, 98.0, 358.0, 0.2873261687064725
63.0, 101.0, 363.0, 0.2873261687064725
64.0, 104.0, 368.0, 0.2873284288605036
65.0, 107.0, 373.0, 0.2873284288605036
66.0, 110.0, 378.0, 0.2873284288605036
67.0, 113.0, 383.0, 0.28733332147759993
68.0, 116.0, 388.0, 0.28733332147759993
69.0, 119.0, 393.0, 0.28733332147759993
70.0, 122.0, 398.0, 0.28733332147759993
71.0, 125.0, 403.0, 0.28733332147759993
72.0, 128.0, 408.0, 0.28733332147759993
73.0, 131.0, 413.0, 0.28733332147759993
74.0, 134.0, 418.0, 0.28733332147759993
75.0, 137.0, 423.0, 0.28733332147759993
76.0, 140.0, 428.0, 0.28733332147759993
77.0, 143.0, 433.0, 0.28733332147759993
78.0, 146.0, 438.0, 0.28733332147759993
79.0, 149.0, 443.0, 0.28733332147759993
80.0, 152.0, 448.0, 0.28733332147759993
51.0, 75.0, 104.0, 0.24910719600694564
52.0, 78.0, 109.0, 0.2540439846076795
53.0, 81.0, 114.0, 0.24680919627621886
54.0, 84.0, 119.0, 0.24665606782529198
55.0, 87.0, 124.0, 0.24665606782529198
56.0, 90.0, 129.0, 0.24665606782529198
57.0, 93.0, 134.0, 0.2399392679445515
58.0, 96.0, 139.0, 0.23993499109379307
59.0, 99.0, 144.0, 0.23993499109379307
60.0, 102.0, 149.0, 0.2399993702857991
61.0, 105.0, 154.0, 0.2419888216035431
62.0, 108.0, 159.0, 0.27141275168640855
63.0, 111.0, 164.0, 0.27141275168640855
64.0, 114.0, 169.0, 0.2713955598249966
65.0, 117.0, 174.0, 0.2713955598249966
66.0, 120.0, 179.0, 0.2713955598249966
67.0, 123.0, 184.0, 0.2714267589475657
68.0, 126.0, 189.0, 0.2714267589475657
69.0, 129.0, 194.0, 0.2714267589475657
70.0, 132.0, 199.0, 0.2714267589475657
71.0, 135.0, 204.0, 0.26977660577029805
72.0, 138.0, 209.0, 0.27139569946649345
73.0, 141.0, 214.0, 0.27139569946649345
74.0, 144.0, 219.0, 0.27139569946649345
75.0, 147.0, 224.0, 0.27139569946649345
76.0, 150.0, 229.0, 0.27139569946649345
77.0, 153.0, 234.0, 0.27139569946649345
78.0, 156.0, 239.0, 0.27139569946649345
79.0, 159.0, 244.0, 0.27139569946649345
80.0, 162.0, 249.0, 0.27139569946649345
51.0, 75.0, 205.0, 0.284799839836191
52.0, 78.0, 210.0, 0.28231309886217476
53.0, 81.0, 215.0, 0.2758378420703992
54.0, 84.0, 220.0, 0.2762561644541698
55.0, 87.0, 225.0, 0.2762561644541698
56.0, 90.0, 230.0, 0.2762561644541698
57.0, 93.0, 235.0, 0.27109208864973267
58.0, 96.0, 240.0, 0.27109208864973267
59.0, 99.0, 245.0, 0.27109208864973267
60.0, 102.0, 250.0, 0.27102279515033484
61.0, 105.0, 255.0, 0.2873031855962536
62.0, 108.0, 260.0, 0.28730053080144036
63.0, 111.0, 265.0, 0.28730053080144036
64.0, 114.0, 270.0, 0.2872982401295142
65.0, 117.0, 275.0, 0.2872982401295142
66.0, 120.0, 280.0, 0.2872982401295142
67.0, 123.0, 285.0, 0.28729307851090374
68.0, 126.0, 290.0, 0.28729307851090374
69.0, 129.0, 295.0, 0.28729307851090374
70.0, 132.0, 300.0, 0.28729307851090374
71.0, 135.0, 305.0, 0.2872262723353976
72.0, 138.0, 310.0, 0.28733332147759993
73.0, 141.0, 315.0, 0.28733332147759993
74.0, 144.0, 320.0, 0.28733332147759993
75.0, 147.0, 325.0, 0.28733332147759993
76.0, 150.0, 330.0, 0.28733332147759993
77.0, 153.0, 335.0, 0.28733332147759993
78.0, 156.0, 340.0, 0.28733332147759993
79.0, 159.0, 345.0, 0.28733332147759993
80.0, 162.0, 350.0, 0.28733332147759993
51.0, 75.0, 306.0, 0.29529716889566654
52.0, 78.0, 311.0, 0.2958715948754093
53.0, 81.0, 316.0, 0.32911405526432913
54.0, 84.0, 321.0, 0.32911097691842195
55.0, 87.0, 326.0, 0.32911097691842195
56.0, 90.0, 331.0, 0.32911097691842195
57.0, 93.0, 336.0, 0.287327646424899
58.0, 96.0, 341.0, 0.287327646424899
59.0, 99.0, 346.0, 0.287327646424899
60.0, 102.0, 351.0, 0.28733217874938155
61.0, 105.0, 356.0, 0.28733217874938155
62.0, 108.0, 361.0, 0.2873261687064725
63.0, 111.0, 366.0, 0.2873261687064725
64.0, 114.0, 371.0, 0.2873284288605036
65.0, 117.0, 376.0, 0.2873284288605036
66.0, 120.0, 381.0, 0.2873284288605036
67.0, 123.0, 386.0, 0.28733332147759993
68.0, 126.0, 391.0, 0.28733332147759993
69.0, 129.0, 396.0, 0.28733332147759993
70.0, 132.0, 401.0, 0.28733332147759993
71.0, 135.0, 406.0, 0.28733332147759993
72.0, 138.0, 411.0, 0.28733332147759993
73.0, 141.0, 416.0, 0.28733332147759993
74.0, 144.0, 421.0, 0.28733332147759993
75.0, 147.0, 426.0, 0.28733332147759993
76.0, 150.0, 431.0, 0.28733332147759993
77.0, 153.0, 436.0, 0.28733332147759993
78.0, 156.0, 441.0, 0.28733332147759993
79.0, 159.0, 446.0, 0.28733332147759993
80.0, 162.0, 451.0, 0.28733332147759993
51.0, 85.0, 107.0, 0.24709483763419157
52.0, 88.0, 112.0, 0.24680919627621886
53.0, 91.0, 117.0, 0.24680919627621886
54.0, 94.0, 122.0, 0.24665606782529198
55.0, 97.0, 127.0, 0.24665606782529198
56.0, 100.0, 132.0, 0.24665606782529198
57.0, 103.0, 137.0, 0.2399392679445515
58.0, 106.0, 142.0, 0.23993499109379307
59.0, 109.0, 147.0, 0.23993499109379307
60.0, 112.0, 152.0, 0.2399993702857991
61.0, 115.0, 157.0, 0.2713804643598569
62.0, 118.0, 162.0, 0.27141275168640855
63.0, 121.0, 167.0, 0.27141275168640855
64.0, 124.0, 172.0, 0.2713955598249966
65.0, 127.0, 177.0, 0.2713955598249966
66.0, 130.0, 182.0, 0.2713955598249966
67.0, 133.0, 187.0, 0.2714267589475657
68.0, 136.0, 192.0, 0.2714267589475657
69.0, 139.0, 197.0, 0.2714267589475657
70.0, 142.0, 202.0, 0.268125342805371
71.0, 145.0, 207.0, 0.2717478085876157
72.0, 148.0, 212.0, 0.27139569946649345
73.0, 151.0, 217.0, 0.27139569946649345
74.0, 154.0, 222.0, 0.27139569946649345
75.0, 157.0, 227.0, 0.27139569946649345
76.0, 160.0, 232.0, 0.27139569946649345
77.0, 163.0, 237.0, 0.27139569946649345
78.0, 166.0, 242.0, 0.27139569946649345
79.0, 169.0, 247.0, 0.27139569946649345
80.0, 172.0, 252.0, 0.27139569946649345
51.0, 85.0, 208.0, 0.2714895277244791
52.0, 88.0, 213.0, 0.2758378420703992
53.0, 91.0, 218.0, 0.2758378420703992
54.0, 94.0, 223.0, 0.2762561644541698
55.0, 97.0, 228.0, 0.2762561644541698
56.0, 100.0, 233.0, 0.2762561644541698
57.0, 103.0, 238.0, 0.27109208864973267
58.0, 106.0, 243.0, 0.27109208864973267
59.0, 109.0, 248.0, 0.27109208864973267
60.0, 112.0, 253.0, 0.27102279515033484
61.0, 115.0, 258.0, 0.2873031855962536
62.0, 118.0, 263.0, 0.28730053080144036
63.0, 121.0, 268.0, 0.28730053080144036
64.0, 124.0, 273.0, 0.2872982401295142
65.0, 127.0, 278.0, 0.2872982401295142
66.0, 130.0, 283.0, 0.2872982401295142
67.0, 133.0, 288.0, 0.28729307851090374
68.0, 136.0, 293.0, 0.28729307851090374
69.0, 139.0, 298.0, 0.28729307851090374
70.0, 142.0, 303.0, 0.2873798527128101
71.0, 145.0, 308.0, 0.28730047752136234
72.0, 148.0, 313.0, 0.28733332147759993
73.0, 151.0, 318.0, 0.28733332147759993
74.0, 154.0, 323.0, 0.28733332147759993
75.0, 157.0, 328.0, 0.28733332147759993
76.0, 160.0, 333.0, 0.28733332147759993
77.0, 163.0, 338.0, 0.28733332147759993
78.0, 166.0, 343.0, 0.28733332147759993
79.0, 169.0, 348.0, 0.28733332147759993
80.0, 172.0, 353.0, 0.28733332147759993
51.0, 85.0, 309.0, 0.3291013301764432
52.0, 88.0, 314.0, 0.32911405526432913
53.0, 91.0, 319.0, 0.32911405526432913
54.0, 94.0, 324.0, 0.32911097691842195
55.0, 97.0, 329.0, 0.32911097691842195
56.0, 100.0, 334.0, 0.32911097691842195
57.0, 103.0, 339.0, 0.287327646424899
58.0, 106.0, 344.0, 0.287327646424899
59.0, 109.0, 349.0, 0.287327646424899
60.0, 112.0, 354.0, 0.28733217874938155
61.0, 115.0, 359.0, 0.28733217874938155
62.0, 118.0, 364.0, 0.2873261687064725
63.0, 121.0, 369.0, 0.2873261687064725
64.0, 124.0, 374.0, 0.2873284288605036
65.0, 127.0, 379.0, 0.2873284288605036
66.0, 130.0, 384.0, 0.2873284288605036
67.0, 133.0, 389.0, 0.28733332147759993
68.0, 136.0, 394.0, 0.28733332147759993
69.0, 139.0, 399.0, 0.28733332147759993
70.0, 142.0, 404.0, 0.28733332147759993
71.0, 145.0, 409.0, 0.28733332147759993
72.0, 148.0, 414.0, 0.28733332147759993
73.0, 151.0, 419.0, 0.28733332147759993
74.0, 154.0, 424.0, 0.28733332147759993
75.0, 157.0, 429.0, 0.28733332147759993
76.0, 160.0, 434.0, 0.28733332147759993
77.0, 163.0, 439.0, 0.28733332147759993
78.0, 166.0, 444.0, 0.28733332147759993
79.0, 169.0, 449.0, 0.28733332147759993
80.0, 172.0, 454.0, 0.28733332147759993
61.0, 65.0, 101.0, 0.20140120166187414
62.0, 68.0, 106.0, 0.20152113179863476
63.0, 71.0, 111.0, 0.21136202070664029
64.0, 74.0, 116.0, 0.21140712868462042
65.0, 77.0, 121.0, 0.21140712868462042
66.0, 80.0, 126.0, 0.21140712868462042
67.0, 83.0, 131.0, 0.23993484641044444
68.0, 86.0, 136.0, 0.23993484641044444
69.0, 89.0, 141.0, 0.23993484641044444
70.0, 92.0, 146.0, 0.23993484641044444
71.0, 95.0, 151.0, 0.23993484641044444
72.0, 98.0, 156.0, 0.2714267589475657
73.0, 101.0, 161.0, 0.2714267589475657
74.0, 104.0, 166.0, 0.2714267589475657
75.0, 107.0, 171.0, 0.2714267589475657
76.0, 110.0, 176.0, 0.2714267589475657
77.0, 113.0, 181.0, 0.2714267589475657
78.0, 116.0, 186.0, 0.2714267589475657
79.0, 119.0, 191.0, 0.2714267589475657
80.0, 122.0, 196.0, 0.2714267589475657
81.0, 125.0, 201.0, 0.2714476696684454
82.0, 128.0, 206.0, 0.27158148913986185
83.0, 131.0, 211.0, 0.27139569946649345
84.0, 134.0, 216.0, 0.27139569946649345
85.0, 137.0, 221.0, 0.27139569946649345
86.0, 140.0, 226.0, 0.27139569946649345
87.0, 143.0, 231.0, 0.27139569946649345
88.0, 146.0, 236.0, 0.27139569946649345
89.0, 149.0, 241.0, 0.27139569946649345
90.0, 152.0, 246.0, 0.27139569946649345
61.0, 65.0, 202.0, 0.2505020434071156
62.0, 68.0, 207.0, 0.2502871064927188
63.0, 71.0, 212.0, 0.24216517057072526
64.0, 74.0, 217.0, 0.24225290748062783
65.0, 77.0, 222.0, 0.24225290748062783
66.0, 80.0, 227.0, 0.24225290748062783
67.0, 83.0, 232.0, 0.27139569946649345
68.0, 86.0, 237.0, 0.27139569946649345
69.0, 89.0, 242.0, 0.27139569946649345
70.0, 92.0, 247.0, 0.27139569946649345
71.0, 95.0, 252.0, 0.27139569946649345
72.0, 98.0, 257.0, 0.28729307851090374
73.0, 101.0, 262.0, 0.28729307851090374
74.0, 104.0, 267.0, 0.28729307851090374
75.0, 107.0, 272.0, 0.28729307851090374
76.0, 110.0, 277.0, 0.28729307851090374
77.0, 113.0, 282.0, 0.28729307851090374
78.0, 116.0, 287.0, 0.28729307851090374
79.0, 119.0, 292.0, 0.28729307851090374
80.0, 122.0, 297.0, 0.28729307851090374
81.0, 125.0, 302.0, 0.2872725163645683
82.0, 128.0, 307.0, 0.28730370407253986
83.0, 131.0, 312.0, 0.28733332147759993
84.0, 134.0, 317.0, 0.28733332147759993
85.0, 137.0, 322.0, 0.28733332147759993
86.0, 140.0, 327.0, 0.28733332147759993
87.0, 143.0, 332.0, 0.28733332147759993
88.0, 146.0, 337.0, 0.28733332147759993
89.0, 149.0, 342.0, 0.28733332147759993
90.0, 152.0, 347.0, 0.28733332147759993
61.0, 65.0, 303.0, 0.27540089494403985
62.0, 68.0, 308.0, 0.2755227254586401
63.0, 71.0, 313.0, 0.2833052290535692
64.0, 74.0, 318.0, 0.2833270876908668
65.0, 77.0, 323.0, 0.2833270876908668
66.0, 80.0, 328.0, 0.2833270876908668
67.0, 83.0, 333.0, 0.28733332147759993
68.0, 86.0, 338.0, 0.28733332147759993
69.0, 89.0, 343.0, 0.28733332147759993
70.0, 92.0, 348.0, 0.28733332147759993
71.0, 95.0, 353.0, 0.28733332147759993
72.0, 98.0, 358.0, 0.28733332147759993
73.0, 101.0, 363.0, 0.28733332147759993
74.0, 104.0, 368.0, 0.28733332147759993
75.0, 107.0, 373.0, 0.28733332147759993
76.0, 110.0, 378.0, 0.28733332147759993
77.0, 113.0, 383.0, 0.28733332147759993
78.0, 116.0, 388.0, 0.28733332147759993
79.0, 119.0, 393.0, 0.28733332147759993
80.0, 122.0, 398.0, 0.28733332147759993
81.0, 125.0, 403.0, 0.28733332147759993
82.0, 128.0, 408.0, 0.28733332147759993
83.0, 131.0, 413.0, 0.28733332147759993
84.0, 134.0, 418.0, 0.28733332147759993
85.0, 137.0, 423.0, 0.28733332147759993
86.0, 140.0, 428.0, 0.28733332147759993
87.0, 143.0, 433.0, 0.28733332147759993
88.0, 146.0, 438.0, 0.28733332147759993
89.0, 149.0, 443.0, 0.28733332147759993
90.0, 152.0, 448.0, 0.28733332147759993
61.0, 75.0, 104.0, 0.21559495522100242
62.0, 78.0, 109.0, 0.21137634556792811
63.0, 81.0, 114.0, 0.23984933765575198
64.0, 84.0, 119.0, 0.23990841685580125
65.0, 87.0, 124.0, 0.23990841685580125
66.0, 90.0, 129.0, 0.23990841685580125
67.0, 93.0, 134.0, 0.23993484641044444
68.0, 96.0, 139.0, 0.23993484641044444
69.0, 99.0, 144.0, 0.23993484641044444
70.0, 102.0, 149.0, 0.23993484641044444
71.0, 105.0, 154.0, 0.24196796607176457
72.0, 108.0, 159.0, 0.2714267589475657
73.0, 111.0, 164.0, 0.2714267589475657
74.0, 114.0, 169.0, 0.2714267589475657
75.0, 117.0, 174.0, 0.2714267589475657
76.0, 120.0, 179.0, 0.2714267589475657
77.0, 123.0, 184.0, 0.2714267589475657
78.0, 126.0, 189.0, 0.2714267589475657
79.0, 129.0, 194.0, 0.2714267589475657
80.0, 132.0, 199.0, 0.2714267589475657
81.0, 135.0, 204.0, 0.26977660577029805
82.0, 138.0, 209.0, 0.27139569946649345
83.0, 141.0, 214.0, 0.27139569946649345
84.0, 144.0, 219.0, 0.27139569946649345
85.0, 147.0, 224.0, 0.27139569946649345
86.0, 150.0, 229.0, 0.27139569946649345
87.0, 153.0, 234.0, 0.27139569946649345
88.0, 156.0, 239.0, 0.27139569946649345
89.0, 159.0, 244.0, 0.27139569946649345
90.0, 162.0, 249.0, 0.27139569946649345
61.0, 75.0, 205.0, 0.2401136931116727
62.0, 78.0, 210.0, 0.24216568815978182
63.0, 81.0, 215.0, 0.271129915977343
64.0, 84.0, 220.0, 0.27115052639713283
65.0, 87.0, 225.0, 0.27115052639713283
66.0, 90.0, 230.0, 0.27115052639713283
67.0, 93.0, 235.0, 0.27139569946649345
68.0, 96.0, 240.0, 0.27139569946649345
69.0, 99.0, 245.0, 0.27139569946649345
70.0, 102.0, 250.0, 0.27139569946649345
71.0, 105.0, 255.0, 0.28729307851090374
72.0, 108.0, 260.0, 0.28729307851090374
73.0, 111.0, 265.0, 0.28729307851090374
74.0, 114.0, 270.0, 0.28729307851090374
75.0, 117.0, 275.0, 0.28729307851090374
76.0, 120.0, 280.0, 0.28729307851090374
77.0, 123.0, 285.0, 0.28729307851090374
78.0, 126.0, 290.0, 0.28729307851090374
79.0, 129.0, 295.0, 0.28729307851090374
80.0, 132.0, 300.0, 0.28729307851090374
81.0, 135.0, 305.0, 0.2872262723353976
82.0, 138.0, 310.0, 0.28733332147759993
83.0, 141.0, 315.0, 0.28733332147759993
84.0, 144.0, 320.0, 0.28733332147759993
85.0, 147.0, 325.0, 0.28733332147759993
86.0, 150.0, 330.0, 0.28733332147759993
87.0, 153.0, 335.0, 0.28733332147759993
88.0, 156.0, 340.0, 0.28733332147759993
89.0, 159.0, 345.0, 0.28733332147759993
90.0, 162.0, 350.0, 0.28733332147759993
61.0, 85.0, 106.0, 0.23970635441215266
62.0, 88.0, 111.0, 0.23984933765575198
63.0, 91.0, 116.0, 0.23984933765575198
64.0, 94.0, 121.0, 0.23990841685580125
65.0, 97.0, 126.0, 0.23990841685580125
66.0, 100.0, 131.0, 0.23990841685580125
67.0, 103.0, 136.0, 0.23993484641044444
68.0, 106.0, 141.0, 0.23993484641044444
69.0, 109.0, 146.0, 0.23993484641044444
70.0, 112.0, 151.0, 0.23993484641044444
71.0, 115.0, 156.0, 0.2714267589475657
72.0, 118.0, 161.0, 0.2714267589475657
73.0, 121.0, 166.0, 0.2714267589475657
74.0, 124.0, 171.0, 0.2714267589475657
75.0, 127.0, 176.0, 0.2714267589475657
76.0, 130.0, 181.0, 0.2714267589475657
77.0, 133.0, 186.0, 0.2714267589475657
78.0, 136.0, 191.0, 0.2714267589475657
79.0, 139.0, 196.0, 0.2714267589475657
80.0, 142.0, 201.0, 0.2714476696684454
81.0, 145.0, 206.0, 0.27158148913986185
82.0, 148.0, 211.0, 0.27139569946649345
83.0, 151.0, 216.0, 0.27139569946649345
84.0, 154.0, 221.0, 0.27139569946649345
85.0, 157.0, 226.0, 0.27139569946649345
86.0, 160.0, 231.0, 0.27139569946649345
87.0, 163.0, 236.0, 0.27139569946649345
88.0, 166.0, 241.0, 0.27139569946649345
89.0, 169.0, 246.0, 0.27139569946649345
90.0, 172.0, 251.0, 0.27139569946649345
61.0, 85.0, 207.0, 0.27139894981573537
62.0, 88.0, 212.0, 0.271129915977343
63.0, 91.0, 217.0, 0.271129915977343
64.0, 94.0, 222.0, 0.27115052639713283
65.0, 97.0, 227.0, 0.27115052639713283
66.0, 100.0, 232.0, 0.27115052639713283
67.0, 103.0, 237.0, 0.27139569946649345
68.0, 106.0, 242.0, 0.27139569946649345
69.0, 109.0, 247.0, 0.27139569946649345
70.0, 112.0, 252.0, 0.27139569946649345
71.0, 115.0, 257.0, 0.28729307851090374
72.0, 118.0, 262.0, 0.28729307851090374
73.0, 121.0, 267.0, 0.28729307851090374
74.0, 124.0, 272.0, 0.28729307851090374
75.0, 127.0, 277.0, 0.28729307851090374
76.0, 130.0, 282.0, 0.28729307851090374
77.0, 133.0, 287.0, 0.28729307851090374
78.0, 136.0, 292.0, 0.28729307851090374
79.0, 139.0, 297.0, 0.28729307851090374
80.0, 142.0, 302.0, 0.2872725163645683
81.0, 145.0, 307.0, 0.28730370407253986
82.0, 148.0, 312.0, 0.28733332147759993
83.0, 151.0, 317.0, 0.28733332147759993
84.0, 154.0, 322.0, 0.28733332147759993
85.0, 157.0, 327.0, 0.28733332147759993
86.0, 160.0, 332.0, 0.28733332147759993
87.0, 163.0, 337.0, 0.28733332147759993
88.0, 166.0, 342.0, 0.28733332147759993
89.0, 169.0, 347.0, 0.28733332147759993
90.0, 172.0, 352.0, 0.28733332147759993
61.0, 85.0, 308.0, 0.28729933479314396
62.0, 88.0, 313.0, 0.2873261687064725
63.0, 91.0, 318.0, 0.2873261687064725
64.0, 94.0, 323.0, 0.2873284288605036
65.0, 97.0, 328.0, 0.2873284288605036
66.0, 100.0, 333.0, 0.2873284288605036
67.0, 103.0, 338.0, 0.28733332147759993
68.0, 106.0, 343.0, 0.28733332147759993
69.0, 109.0, 348.0, 0.28733332147759993
70.0, 112.0, 353.0, 0.28733332147759993
71.0, 115.0, 358.0, 0.28733332147759993
72.0, 118.0, 363.0, 0.28733332147759993
73.0, 121.0, 368.0, 0.28733332147759993
74.0, 124.0, 373.0, 0.28733332147759993
75.0, 127.0, 378.0, 0.28733332147759993
76.0, 130.0, 383.0, 0.28733332147759993
77.0, 133.0, 388.0, 0.28733332147759993
78.0, 136.0, 393.0, 0.28733332147759993
79.0, 139.0, 398.0, 0.28733332147759993
80.0, 142.0, 403.0, 0.28733332147759993
81.0, 145.0, 408.0, 0.28733332147759993
82.0, 148.0, 413.0, 0.28733332147759993
83.0, 151.0, 418.0, 0.28733332147759993
84.0, 154.0, 423.0, 0.28733332147759993
85.0, 157.0, 428.0, 0.28733332147759993
86.0, 160.0, 433.0, 0.28733332147759993
87.0, 163.0, 438.0, 0.28733332147759993
88.0, 166.0, 443.0, 0.28733332147759993
89.0, 169.0, 448.0, 0.28733332147759993
90.0, 172.0, 453.0, 0.28733332147759993
42.0, 65.0, 109.0, 0.18210232925791542
43.0, 68.0, 114.0, 0.18210232925791542
44.0, 71.0, 119.0, 0.18405771824773276
45.0, 74.0, 124.0, 0.18405771824773276
46.0, 77.0, 129.0, 0.18405771824773276
47.0, 80.0, 134.0, 0.25367807235396045
48.0, 83.0, 139.0, 0.2469693345007785
49.0, 86.0, 144.0, 0.2469693345007785
50.0, 89.0, 149.0, 0.24698325210932295
51.0, 92.0, 154.0, 0.24417759481893578
