flow rate(l/min),Pressure_ci,Pressure_hi,coldfluid_Pd,hotfluid_Pd,Ci_temp,co_temp,hi_temp,ho_temp,Density,HT_Coefficient
467.0, 0.1802, 0.1602, 18.02, 17.02, 311.65, 341.6, 347.19, 316.11, 929.27, 0.8842326987118057
468.0, 0.1808, 0.1608, 18.08, 17.08, 311.64, 341.59, 347.18, 316.1, 929.28, 0.8842326987118057
469.0, 0.1814, 0.1614, 18.14, 17.14, 311.63, 341.58, 347.17, 316.09, 929.29, 0.8842326987118057
470.0, 0.182, 0.162, 18.2, 17.2, 311.62, 341.57, 347.16, 316.08, 929.3, 0.8842326987118057
471.0, 0.1826, 0.1626, 18.26, 17.26, 311.61, 341.56, 347.15, 316.07, 929.31, 0.8842326987118057
472.0, 0.1832, 0.1632, 18.32, 17.32, 311.6, 341.55, 347.14, 316.06, 929.32, 0.8842326987118057
473.0, 0.1838, 0.1638, 18.38, 17.38, 311.59, 341.54, 347.13, 316.05, 929.33, 0.8842326987118057
474.0, 0.1844, 0.1644, 18.44, 17.44, 311.58, 341.53, 347.12, 316.04, 929.34, 0.8842326987118057
475.0, 0.185, 0.165, 18.5, 17.5, 311.57, 341.52, 347.11, 316.03, 929.35, 0.8934648621338368
476.0, 0.1856, 0.1656, 18.56, 17.56, 311.56, 341.51, 347.1, 316.02, 929.36, 0.8934648621338368
477.0, 0.1862, 0.1662, 18.62, 17.62, 311.55, 341.5, 347.09, 316.01, 929.37, 0.8934648621338368
478.0, 0.1868, 0.1668, 18.68, 17.68, 311.54, 341.49, 347.08, 316.0, 929.38, 0.8934648621338368
479.0, 0.1874, 0.1674, 18.74, 17.74, 311.53, 341.48, 347.07, 315.99, 929.39, 0.8934648621338368
480.0, 0.188, 0.168, 18.8, 17.8, 311.52, 341.47, 347.06, 315.98, 929.4, 0.8934648621338368
481.0, 0.1886, 0.1686, 18.86, 17.86, 311.51, 341.46, 347.05, 315.97, 929.41, 0.8934648621338368
482.0, 0.1892, 0.1692, 18.92, 17.92, 311.5, 341.45, 347.04, 315.96, 929.42, 0.8934648621338368
483.0, 0.1898, 0.1698, 18.98, 17.98, 311.49, 341.44, 347.03, 315.95, 929.43, 0.8934648621338368
484.0, 0.1904, 0.1704, 19.04, 18.04, 311.48, 341.43, 347.02, 315.94, 929.44, 0.8934425592934951
485.0, 0.191, 0.171, 19.1, 18.1, 311.47, 341.42, 347.01, 315.93, 929.45, 0.8934425592934951
486.0, 0.1916, 0.1716, 19.16, 18.16, 311.46, 341.41, 347.0, 315.92, 929.46, 0.8934425592934951
487.0, 0.1922, 0.1722, 19.22, 18.22, 311.45, 341.4, 346.99, 315.91, 929.47, 0.8934425592934951
488.0, 0.1928, 0.1728, 19.28, 18.28, 311.44, 341.39, 346.98, 315.9, 929.48, 0.8934425592934951
489.0, 0.1934, 0.1734, 19.34, 18.34, 311.43, 341.38, 346.97, 315.89, 929.49, 0.8934425592934951
490.0, 0.19399999999999998, 0.174, 19.4, 18.4, 311.42, 341.37, 346.96, 315.88, 929.5, 0.8934425592934951
491.0, 0.1946, 0.1746, 19.46, 18.46, 311.41, 341.36, 346.95, 315.87, 929.51, 0.8934425592934951
492.0, 0.1952, 0.1752, 19.52, 18.52, 311.4, 341.35, 346.94, 315.86, 929.52, 0.8934425592934951
493.0, 0.1958, 0.1758, 19.58, 18.58, 311.39, 341.34, 346.93, 315.85, 929.53, 0.8934425592934951
494.0, 0.1964, 0.1764, 19.64, 18.64, 311.38, 341.33, 346.92, 315.84, 929.54, 0.8934425592934951
495.0, 0.19699999999999998, 0.177, 19.7, 18.7, 311.37, 341.32, 346.91, 315.83, 929.55, 0.8934425592934951
496.0, 0.1976, 0.1776, 19.76, 18.76, 311.36, 341.31, 346.9, 315.82, 929.56, 0.8934425592934951
497.0, 0.1982, 0.1782, 19.82, 18.82, 311.35, 341.3, 346.89, 315.81, 929.57, 0.8934425592934951
498.0, 0.1988, 0.1788, 19.88, 18.88, 311.34, 341.29, 346.88, 315.8, 929.58, 0.8934425592934951
499.0, 0.1994, 0.1794, 19.94, 18.94, 311.33, 341.28, 346.87, 315.79, 929.59, 0.8934425592934951
500.0, 0.2, 0.18, 20.0, 19.0, 311.32, 341.27, 346.86, 315.78, 929.6, 0.8934425592934951
501.0, 0.2006, 0.1806, 20.06, 19.06, 311.31, 341.26, 346.85, 315.77, 929.61, 0.8933183514976915
502.0, 0.2012, 0.1812, 20.12, 19.12, 311.3, 341.25, 346.84, 315.76, 929.62, 0.8933183514976915
503.0, 0.2018, 0.1818, 20.18, 19.18, 311.29, 341.24, 346.83, 315.75, 929.63, 0.8933183514976915
504.0, 0.2024, 0.1824, 20.24, 19.24, 311.28, 341.23, 346.82, 315.74, 929.64, 0.8933183514976915
505.0, 0.203, 0.183, 20.3, 19.3, 311.27, 341.22, 346.81, 315.73, 929.65, 0.8933183514976915
506.0, 0.2036, 0.1836, 20.36, 19.36, 311.26, 341.21, 346.8, 315.72, 929.66, 0.8933183514976915
507.0, 0.2042, 0.1842, 20.42, 19.42, 311.25, 341.2, 346.79, 315.71, 929.67, 0.8933183514976915
508.0, 0.2048, 0.1848, 20.48, 19.48, 311.24, 341.19, 346.78, 315.7, 929.68, 0.8933183514976915
509.0, 0.2054, 0.1854, 20.54, 19.54, 311.23, 341.18, 346.77, 315.69, 929.69, 0.8933183514976915
510.0, 0.20600000000000002, 0.18600000000000003, 20.6, 19.6, 311.22, 341.17, 346.76, 315.68, 929.7, 0.8933183514976915
511.0, 0.2066, 0.1866, 20.66, 19.66, 311.21, 341.16, 346.75, 315.67, 929.71, 0.8933183514976915
512.0, 0.2072, 0.1872, 20.72, 19.72, 311.2, 341.15, 346.74, 315.66, 929.72, 0.8933183514976915
513.0, 0.2078, 0.1878, 20.78, 19.78, 311.19, 341.14, 346.73, 315.65, 929.73, 0.8933183514976915
514.0, 0.2084, 0.1884, 20.84, 19.84, 311.18, 341.13, 346.72, 315.64, 929.74, 0.8933183514976915
515.0, 0.209, 0.18899999999999997, 20.9, 19.9, 311.17, 341.12, 346.71, 315.63, 929.75, 0.8933183514976915
516.0, 0.2096, 0.1896, 20.96, 19.96, 311.16, 341.11, 346.7, 315.62, 929.76, 0.8933183514976915
517.0, 0.2102, 0.1902, 21.02, 20.02, 311.15, 341.1, 346.69, 315.61, 929.77, 0.8933183514976915
518.0, 0.2108, 0.1908, 21.08, 20.08, 311.14, 341.09, 346.68, 315.6, 929.78, 0.8933183514976915
519.0, 0.2114, 0.1914, 21.14, 20.14, 311.13, 341.08, 346.67, 315.59, 929.79, 0.8933183514976915
520.0, 0.212, 0.192, 21.2, 20.2, 311.12, 341.07, 346.66, 315.58, 929.8, 0.8933183514976915
521.0, 0.2126, 0.1926, 21.26, 20.26, 311.11, 341.06, 346.65, 315.57, 929.81, 0.8933183514976915
522.0, 0.2132, 0.1932, 21.32, 20.32, 311.1, 341.05, 346.64, 315.56, 929.82, 0.8933183514976915
523.0, 0.2138, 0.1938, 21.38, 20.38, 311.09, 341.04, 346.63, 315.55, 929.83, 0.8933183514976915
524.0, 0.2144, 0.1944, 21.44, 20.44, 311.08, 341.03, 346.62, 315.54, 929.84, 0.8933183514976915
525.0, 0.215, 0.195, 21.5, 20.5, 311.07, 341.02, 346.61, 315.53, 929.85, 0.8933183514976915
526.0, 0.2156, 0.1956, 21.56, 20.56, 311.06, 341.01, 346.6, 315.52, 929.86, 0.8933183514976917
527.0, 0.2162, 0.1962, 21.62, 20.62, 311.05, 341.0, 346.59, 315.51, 929.87, 0.8933183514976917
528.0, 0.2168, 0.1968, 21.68, 20.68, 311.04, 340.99, 346.58, 315.5, 929.88, 0.8933183514976917
529.0, 0.2174, 0.1974, 21.74, 20.74, 311.03, 340.98, 346.57, 315.49, 929.89, 0.8933183514976917
530.0, 0.218, 0.198, 21.8, 20.8, 311.02, 340.97, 346.56, 315.48, 929.9, 0.8933183514976917
531.0, 0.2186, 0.1986, 21.86, 20.86, 311.01, 340.96, 346.55, 315.47, 929.91, 0.8933183514976917
532.0, 0.2192, 0.1992, 21.92, 20.92, 311.0, 340.95, 346.54, 315.46, 929.92, 0.8933183514976917
533.0, 0.2198, 0.1998, 21.98, 20.98, 310.99, 340.94, 346.53, 315.45, 929.93, 0.8933183514976917
534.0, 0.2204, 0.2004, 22.04, 21.04, 310.98, 340.93, 346.52, 315.44, 929.94, 0.8933183514976917
535.0, 0.221, 0.201, 22.1, 21.1, 310.97, 340.92, 346.51, 315.43, 929.95, 0.8933183514976917
536.0, 0.2216, 0.2016, 22.16, 21.16, 310.96, 340.91, 346.5, 315.42, 929.96, 0.8933183514976917
537.0, 0.2222, 0.2022, 22.22, 21.22, 310.95, 340.9, 346.49, 315.41, 929.97, 0.8933183514976917
538.0, 0.2228, 0.2028, 22.28, 21.28, 310.94, 340.89, 346.48, 315.4, 929.98, 0.8933183514976917
539.0, 0.2234, 0.2034, 22.34, 21.34, 310.93, 340.88, 346.47, 315.39, 929.99, 0.8933183514976917
540.0, 0.22399999999999998, 0.204, 22.4, 21.4, 310.92, 340.87, 346.46, 315.38, 930.0, 0.8933183514976917
541.0, 0.2246, 0.2046, 22.46, 21.46, 310.91, 340.86, 346.45, 315.37, 930.01, 0.8933183514976917
542.0, 0.2252, 0.2052, 22.52, 21.52, 310.9, 340.85, 346.44, 315.36, 930.02, 0.8933183514976917
543.0, 0.2258, 0.2058, 22.58, 21.58, 310.89, 340.84, 346.43, 315.35, 930.03, 0.8933183514976917
544.0, 0.2264, 0.2064, 22.64, 21.64, 310.88, 340.83, 346.42, 315.34, 930.04, 0.8933183514976917
545.0, 0.22699999999999998, 0.207, 22.7, 21.7, 310.87, 340.82, 346.41, 315.33, 930.05, 0.8933183514976917
546.0, 0.2276, 0.2076, 22.76, 21.76, 310.86, 340.81, 346.4, 315.32, 930.06, 0.8933183514976917
547.0, 0.2282, 0.2082, 22.82, 21.82, 310.85, 340.8, 346.39, 315.31, 930.07, 0.8933183514976917
548.0, 0.2288, 0.2088, 22.88, 21.88, 310.84, 340.79, 346.38, 315.3, 930.08, 0.8933183514976917
549.0, 0.2294, 0.2094, 22.94, 21.94, 310.83, 340.78, 346.37, 315.29, 930.09, 0.8933183514976917
400.0, 0.13, 0.11, 15.0, 13.0, 314.13, 344.11, 348.98, 317.85, 927.6, 0.8900000000000006
401.0, 0.1306, 0.1106, 15.06, 13.06, 314.12, 344.1, 348.97, 317.84, 927.61, 0.8900000000000006
402.0, 0.1312, 0.1112, 15.12, 13.12, 314.11, 344.09, 348.96, 317.83, 927.62, 0.8900000000000006
403.0, 0.1318, 0.1118, 15.18, 13.18, 314.1, 344.08, 348.95, 317.82, 927.63, 0.8900000000000006
404.0, 0.1324, 0.1124, 15.24, 13.24, 314.09, 344.07, 348.94, 317.81, 927.64, 0.8900000000000006
405.0, 0.133, 0.113, 15.3, 13.3, 314.08, 344.06, 348.93, 317.8, 927.65, 0.8900000000000006
406.0, 0.1336, 0.1136, 15.36, 13.36, 314.07, 344.05, 348.92, 317.79, 927.66, 0.8900000000000006
407.0, 0.1342, 0.1142, 15.42, 13.42, 314.06, 344.04, 348.91, 317.78, 927.67, 0.8900000000000006
408.0, 0.1348, 0.1148, 15.48, 13.48, 314.05, 344.03, 348.9, 317.77, 927.68, 0.8900000000000006
409.0, 0.1354, 0.1154, 15.54, 13.54, 314.04, 344.02, 348.89, 317.76, 927.69, 0.8910000000000033
410.0, 0.136, 0.11599999999999999, 15.6, 13.6, 314.03, 344.01, 348.88, 317.75, 927.7, 0.8903833333333366
411.0, 0.1366, 0.1166, 15.66, 13.66, 314.02, 344.0, 348.87, 317.74, 927.71, 0.8903833333333344
412.0, 0.1372, 0.1172, 15.72, 13.72, 314.01, 343.99, 348.86, 317.73, 927.72, 0.8903833333333344
413.0, 0.1378, 0.1178, 15.78, 13.78, 314.0, 343.98, 348.85, 317.72, 927.73, 0.8903833333333344
414.0, 0.1384, 0.1184, 15.84, 13.84, 313.99, 343.97, 348.84, 317.71, 927.74, 0.8903833333333344
415.0, 0.139, 0.11900000000000001, 15.9, 13.9, 313.98, 343.96, 348.83, 317.7, 927.75, 0.8903833333333344
416.0, 0.1396, 0.1196, 15.96, 13.96, 313.97, 343.95, 348.82, 317.69, 927.76, 0.8903833333333344
417.0, 0.1402, 0.1202, 16.02, 14.02, 313.96, 343.94, 348.81, 317.68, 927.77, 0.8903833333333344
418.0, 0.1408, 0.1208, 16.08, 14.08, 313.95, 343.93, 348.8, 317.67, 927.78, 0.8903833333333344
419.0, 0.1414, 0.1214, 16.14, 14.14, 313.94, 343.92, 348.79, 317.66, 927.79, 0.8903833333333344
420.0, 0.142, 0.122, 16.2, 14.2, 313.93, 343.91, 348.78, 317.65, 927.8, 0.8903833333333344
421.0, 0.1426, 0.1226, 16.26, 14.26, 313.92, 343.9, 348.77, 317.64, 927.81, 0.8903833333333344
422.0, 0.1432, 0.1232, 16.32, 14.32, 313.91, 343.89, 348.76, 317.63, 927.82, 0.8903833333333344
423.0, 0.1438, 0.1238, 16.38, 14.38, 313.9, 343.88, 348.75, 317.62, 927.83, 0.8903833333333344
424.0, 0.1444, 0.1244, 16.44, 14.44, 313.89, 343.87, 348.74, 317.61, 927.84, 0.8903833333333344
425.0, 0.145, 0.125, 16.5, 14.5, 313.88, 343.86, 348.73, 317.6, 927.85, 0.8903833333333344
426.0, 0.1456, 0.1256, 16.56, 14.56, 313.87, 343.85, 348.72, 317.59, 927.86, 0.8903833333333344
427.0, 0.1462, 0.1262, 16.62, 14.62, 313.86, 343.84, 348.71, 317.58, 927.87, 0.8903833333333344
428.0, 0.1468, 0.1268, 16.68, 14.68, 313.85, 343.83, 348.7, 317.57, 927.88, 0.8903833333333344
429.0, 0.1474, 0.1274, 16.74, 14.74, 313.84, 343.82, 348.69, 317.56, 927.89, 0.8903833333333344
430.0, 0.14800000000000002, 0.128, 16.8, 14.8, 313.83, 343.81, 348.68, 317.55, 927.9, 0.8903833333333344
431.0, 0.1486, 0.1286, 16.86, 14.86, 313.82, 343.8, 348.67, 317.54, 927.91, 0.8903833333333344
432.0, 0.1492, 0.1292, 16.92, 14.92, 313.81, 343.79, 348.66, 317.53, 927.92, 0.8903833333333344
433.0, 0.1498, 0.1298, 16.98, 14.98, 313.8, 343.78, 348.65, 317.52, 927.93, 0.8903833333333344
434.0, 0.1504, 0.1304, 17.04, 15.04, 313.79, 343.77, 348.64, 317.51, 927.94, 0.8903833333333344
435.0, 0.151, 0.131, 17.1, 15.1, 313.78, 343.76, 348.63, 317.5, 927.95, 0.8903833333333344
436.0, 0.1516, 0.1316, 17.16, 15.16, 313.77, 343.75, 348.62, 317.49, 927.96, 0.8903833333333344
437.0, 0.1522, 0.1322, 17.22, 15.22, 313.76, 343.74, 348.61, 317.48, 927.97, 0.8903833333333344
438.0, 0.1528, 0.1328, 17.28, 15.28, 313.75, 343.73, 348.6, 317.47, 927.98, 0.8903833333333344
439.0, 0.1534, 0.1334, 17.34, 15.34, 313.74, 343.72, 348.59, 317.46, 927.99, 0.8903833333333344
440.0, 0.154, 0.134, 17.4, 15.4, 313.73, 343.71, 348.58, 317.45, 928.0, 0.8903833333333344
441.0, 0.1546, 0.1346, 17.46, 15.46, 313.72, 343.7, 348.57, 317.44, 928.01, 0.8903833333333342
442.0, 0.1552, 0.1352, 17.52, 15.52, 313.71, 343.69, 348.56, 317.43, 928.02, 0.8890224567749949
443.0, 0.1558, 0.1358, 17.58, 15.58, 313.7, 343.68, 348.55, 317.42, 928.03, 0.8890224567749907
444.0, 0.1564, 0.1364, 17.64, 15.64, 313.69, 343.67, 348.54, 317.41, 928.04, 0.8890224567749907
445.0, 0.157, 0.13699999999999998, 17.7, 15.7, 313.68, 343.66, 348.53, 317.4, 928.05, 0.8890224567749907
446.0, 0.1576, 0.1376, 17.76, 15.76, 313.67, 343.65, 348.52, 317.39, 928.06, 0.8890224567749907
447.0, 0.1582, 0.1382, 17.82, 15.82, 313.66, 343.64, 348.51, 317.38, 928.07, 0.8890224567749907
448.0, 0.1588, 0.1388, 17.88, 15.88, 313.65, 343.63, 348.5, 317.37, 928.08, 0.8890224567749907
449.0, 0.1594, 0.1394, 17.94, 15.94, 313.64, 343.62, 348.49, 317.36, 928.09, 0.8890224567749914
450.0, 0.16, 0.14, 18.0, 16.0, 313.63, 343.61, 348.48, 317.35, 928.1, 0.8890224567749914
451.0, 0.1606, 0.1406, 18.06, 16.06, 313.62, 343.6, 348.47, 317.34, 928.11, 0.8879962834671524
452.0, 0.1612, 0.1412, 18.12, 16.12, 313.61, 343.59, 348.46, 317.33, 928.12, 0.8879962834671524
453.0, 0.1618, 0.1418, 18.18, 16.18, 313.6, 343.58, 348.45, 317.32, 928.13, 0.8879962834671524
454.0, 0.1624, 0.1424, 18.24, 16.24, 313.59, 343.57, 348.44, 317.31, 928.14, 0.8879962834671524
455.0, 0.163, 0.14300000000000002, 18.3, 16.3, 313.58, 343.56, 348.43, 317.3, 928.15, 0.8879962834671524
456.0, 0.1636, 0.1436, 18.36, 16.36, 313.57, 343.55, 348.42, 317.29, 928.16, 0.8879962834671524
457.0, 0.1642, 0.1442, 18.42, 16.42, 313.56, 343.54, 348.41, 317.28, 928.17, 0.8879962834671524
458.0, 0.1648, 0.1448, 18.48, 16.48, 313.55, 343.53, 348.4, 317.27, 928.18, 0.8879962834671524
459.0, 0.1654, 0.1454, 18.54, 16.54, 313.54, 343.52, 348.39, 317.26, 928.19, 0.8879962834671524
460.0, 0.166, 0.146, 18.6, 16.6, 313.53, 343.51, 348.38, 317.25, 928.2, 0.8879962834671524
461.0, 0.1666, 0.1466, 18.66, 16.66, 313.52, 343.5, 348.37, 317.24, 928.21, 0.8879962834671524
462.0, 0.1672, 0.1472, 18.72, 16.72, 313.51, 343.49, 348.36, 317.23, 928.22, 0.8879962834671524
463.0, 0.1678, 0.1478, 18.78, 16.78, 313.5, 343.48, 348.35, 317.22, 928.23, 0.8879962834671524
464.0, 0.1684, 0.1484, 18.84, 16.84, 313.49, 343.47, 348.34, 317.21, 928.24, 0.8879962834671524
465.0, 0.16899999999999998, 0.149, 18.9, 16.9, 313.48, 343.46, 348.33, 317.2, 928.25, 0.8879962834671524
466.0, 0.1696, 0.1496, 18.96, 16.96, 313.47, 343.45, 348.32, 317.19, 928.26, 0.8879962834671524
467.0, 0.1702, 0.1502, 19.02, 17.02, 313.46, 343.44, 348.31, 317.18, 928.27, 0.8878055623576764
468.0, 0.1708, 0.1508, 19.08, 17.08, 313.45, 343.43, 348.3, 317.17, 928.28, 0.8878055623576764
469.0, 0.1714, 0.1514, 19.14, 17.14, 313.44, 343.42, 348.29, 317.16, 928.29, 0.8878055623576764
470.0, 0.172, 0.152, 19.2, 17.2, 313.43, 343.41, 348.28, 317.15, 928.3, 0.8878055623576764
471.0, 0.1726, 0.1526, 19.26, 17.26, 313.42, 343.4, 348.27, 317.14, 928.31, 0.8878055623576764
472.0, 0.1732, 0.1532, 19.32, 17.32, 313.41, 343.39, 348.26, 317.13, 928.32, 0.8878055623576764
473.0, 0.1738, 0.1538, 19.38, 17.38, 313.4, 343.38, 348.25, 317.12, 928.33, 0.8878055623576764
474.0, 0.1744, 0.1544, 19.44, 17.44, 313.39, 343.37, 348.24, 317.11, 928.34, 0.8878055623576764
475.0, 0.175, 0.155, 19.5, 17.5, 313.38, 343.36, 348.23, 317.1, 928.35, 0.8878055623576764
476.0, 0.1756, 0.1556, 19.56, 17.56, 313.37, 343.35, 348.22, 317.09, 928.36, 0.8878055623576764
477.0, 0.1762, 0.1562, 19.62, 17.62, 313.36, 343.34, 348.21, 317.08, 928.37, 0.8878055623576764
478.0, 0.1768, 0.1568, 19.68, 17.68, 313.35, 343.33, 348.2, 317.07, 928.38, 0.8878055623576764
479.0, 0.1774, 0.1574, 19.74, 17.74, 313.34, 343.32, 348.19, 317.06, 928.39, 0.8878055623576764
480.0, 0.17800000000000002, 0.158, 19.8, 17.8, 313.33, 343.31, 348.18, 317.05, 928.4, 0.8878055623576764
481.0, 0.1786, 0.1586, 19.86, 17.86, 313.32, 343.3, 348.17, 317.04, 928.41, 0.8866713903465964
482.0, 0.1792, 0.1592, 19.92, 17.92, 313.31, 343.29, 348.16, 317.03, 928.42, 0.8866713903465964
483.0, 0.1798, 0.1598, 19.98, 17.98, 313.3, 343.28, 348.15, 317.02, 928.43, 0.8866713903465964
484.0, 0.1804, 0.1604, 20.04, 18.04, 313.29, 343.27, 348.14, 317.01, 928.44, 0.8849254934345112
485.0, 0.18100000000000002, 0.161, 20.1, 18.1, 313.28, 343.26, 348.13, 317.0, 928.45, 0.8849254934345112
486.0, 0.1816, 0.1616, 20.16, 18.16, 313.27, 343.25, 348.12, 316.99, 928.46, 0.8849254934345112
487.0, 0.1822, 0.1622, 20.22, 18.22, 313.26, 343.24, 348.11, 316.98, 928.47, 0.8849254934345112
488.0, 0.1828, 0.1628, 20.28, 18.28, 313.25, 343.23, 348.1, 316.97, 928.48, 0.8849254934345112
489.0, 0.1834, 0.1634, 20.34, 18.34, 313.24, 343.22, 348.09, 316.96, 928.49, 0.8849254934345112
490.0, 0.184, 0.16399999999999998, 20.4, 18.4, 313.23, 343.21, 348.08, 316.95, 928.5, 0.8849254934345112
491.0, 0.1846, 0.1646, 20.46, 18.46, 313.22, 343.2, 348.07, 316.94, 928.51, 0.8849254934345112
492.0, 0.1852, 0.1652, 20.52, 18.52, 313.21, 343.19, 348.06, 316.93, 928.52, 0.8937337232117968
493.0, 0.1858, 0.1658, 20.58, 18.58, 313.2, 343.18, 348.05, 316.92, 928.53, 0.8937337232117968
494.0, 0.1864, 0.1664, 20.64, 18.64, 313.19, 343.17, 348.04, 316.91, 928.54, 0.8937337232117968
495.0, 0.187, 0.16699999999999998, 20.7, 18.7, 313.18, 343.16, 348.03, 316.9, 928.55, 0.8937337232117968
496.0, 0.1876, 0.1676, 20.76, 18.76, 313.17, 343.15, 348.02, 316.89, 928.56, 0.8937337232117968
497.0, 0.1882, 0.1682, 20.82, 18.82, 313.16, 343.14, 348.01, 316.88, 928.57, 0.8937337232117968
498.0, 0.1888, 0.1688, 20.88, 18.88, 313.15, 343.13, 348.0, 316.87, 928.58, 0.8937337232117968
499.0, 0.1894, 0.1694, 20.94, 18.94, 313.14, 343.12, 347.99, 316.86, 928.59, 0.8937337232117968
500.0, 0.19, 0.17, 21.0, 19.0, 313.13, 343.11, 347.98, 316.85, 928.6, 0.8937337232117968
501.0, 0.1906, 0.1706, 21.06, 19.06, 313.12, 343.1, 347.97, 316.84, 928.61, 0.8937337232117968
502.0, 0.1912, 0.1712, 21.12, 19.12, 313.11, 343.09, 347.96, 316.83, 928.62, 0.8937337232117968
503.0, 0.1918, 0.1718, 21.18, 19.18, 313.1, 343.08, 347.95, 316.82, 928.63, 0.8937337232117968
504.0, 0.1924, 0.1724, 21.24, 19.24, 313.09, 343.07, 347.94, 316.81, 928.64, 0.8937337232117968
505.0, 0.193, 0.17300000000000001, 21.3, 19.3, 313.08, 343.06, 347.93, 316.8, 928.65, 0.8937337232117968
506.0, 0.1936, 0.1736, 21.36, 19.36, 313.07, 343.05, 347.92, 316.79, 928.66, 0.8937337232117968
507.0, 0.1942, 0.1742, 21.42, 19.42, 313.06, 343.04, 347.91, 316.78, 928.67, 0.8937337232117968
508.0, 0.1948, 0.1748, 21.48, 19.48, 313.05, 343.03, 347.9, 316.77, 928.68, 0.8937337232117968
509.0, 0.1954, 0.1754, 21.54, 19.54, 313.04, 343.02, 347.89, 316.76, 928.69, 0.8937337232117968
510.0, 0.196, 0.17600000000000002, 21.6, 19.6, 313.03, 343.01, 347.88, 316.75, 928.7, 0.8937337232117968
511.0, 0.1966, 0.1766, 21.66, 19.66, 313.02, 343.0, 347.87, 316.74, 928.71, 0.8937337232117968
512.0, 0.1972, 0.1772, 21.72, 19.72, 313.01, 342.99, 347.86, 316.73, 928.72, 0.8937337232117968
513.0, 0.1978, 0.1778, 21.78, 19.78, 313.0, 342.98, 347.85, 316.72, 928.73, 0.8937337232117968
514.0, 0.1984, 0.1784, 21.84, 19.84, 312.99, 342.97, 347.84, 316.71, 928.74, 0.8937337232117968
515.0, 0.19899999999999998, 0.179, 21.9, 19.9, 312.98, 342.96, 347.83, 316.7, 928.75, 0.8937337232117968
516.0, 0.1996, 0.1796, 21.96, 19.96, 312.97, 342.95, 347.82, 316.69, 928.76, 0.8933183514976915
517.0, 0.2002, 0.1802, 22.02, 20.02, 312.96, 342.94, 347.81, 316.68, 928.77, 0.8933183514976915
518.0, 0.2008, 0.1808, 22.08, 20.08, 312.95, 342.93, 347.8, 316.67, 928.78, 0.8933183514976915
519.0, 0.2014, 0.1814, 22.14, 20.14, 312.94, 342.92, 347.79, 316.66, 928.79, 0.8933183514976915
520.0, 0.20199999999999999, 0.182, 22.2, 20.2, 312.93, 342.91, 347.78, 316.65, 928.8, 0.8933183514976915
521.0, 0.2026, 0.1826, 22.26, 20.26, 312.92, 342.9, 347.77, 316.64, 928.81, 0.8933183514976915
522.0, 0.2032, 0.1832, 22.32, 20.32, 312.91, 342.89, 347.76, 316.63, 928.82, 0.8933183514976915
523.0, 0.2038, 0.1838, 22.38, 20.38, 312.9, 342.88, 347.75, 316.62, 928.83, 0.8933183514976915
524.0, 0.2044, 0.1844, 22.44, 20.44, 312.89, 342.87, 347.74, 316.61, 928.84, 0.8933183514976915
525.0, 0.205, 0.185, 22.5, 20.5, 312.88, 342.86, 347.73, 316.6, 928.85, 0.8933183514976915
526.0, 0.2056, 0.1856, 22.56, 20.56, 312.87, 342.85, 347.72, 316.59, 928.86, 0.8933183514976915
527.0, 0.2062, 0.1862, 22.62, 20.62, 312.86, 342.84, 347.71, 316.58, 928.87, 0.8933183514976915
528.0, 0.2068, 0.1868, 22.68, 20.68, 312.85, 342.83, 347.7, 316.57, 928.88, 0.8933183514976915
529.0, 0.2074, 0.1874, 22.74, 20.74, 312.84, 342.82, 347.69, 316.56, 928.89, 0.8933183514976915
530.0, 0.20800000000000002, 0.188, 22.8, 20.8, 312.83, 342.81, 347.68, 316.55, 928.9, 0.8933183514976915
531.0, 0.2086, 0.1886, 22.86, 20.86, 312.82, 342.8, 347.67, 316.54, 928.91, 0.8933183514976915
532.0, 0.2092, 0.1892, 22.92, 20.92, 312.81, 342.79, 347.66, 316.53, 928.92, 0.8933183514976915
533.0, 0.2098, 0.1898, 22.98, 20.98, 312.8, 342.78, 347.65, 316.52, 928.93, 0.8933183514976915
534.0, 0.2104, 0.1904, 23.04, 21.04, 312.79, 342.77, 347.64, 316.51, 928.94, 0.8933183514976915
535.0, 0.21100000000000002, 0.191, 23.1, 21.1, 312.78, 342.76, 347.63, 316.5, 928.95, 0.8933183514976915
536.0, 0.2116, 0.1916, 23.16, 21.16, 312.77, 342.75, 347.62, 316.49, 928.96, 0.8933183514976915
537.0, 0.2122, 0.1922, 23.22, 21.22, 312.76, 342.74, 347.61, 316.48, 928.97, 0.8933183514976915
538.0, 0.2128, 0.1928, 23.28, 21.28, 312.75, 342.73, 347.6, 316.47, 928.98, 0.8933183514976915
539.0, 0.2134, 0.1934, 23.34, 21.34, 312.74, 342.72, 347.59, 316.46, 928.99, 0.8933183514976915
540.0, 0.214, 0.19399999999999998, 23.4, 21.4, 312.73, 342.71, 347.58, 316.45, 929.0, 0.8933183514976915
541.0, 0.2146, 0.1946, 23.46, 21.46, 312.72, 342.7, 347.57, 316.44, 929.01, 0.8933183514976915
542.0, 0.2152, 0.1952, 23.52, 21.52, 312.71, 342.69, 347.56, 316.43, 929.02, 0.8933183514976917
543.0, 0.2158, 0.1958, 23.58, 21.58, 312.7, 342.68, 347.55, 316.42, 929.03, 0.8933183514976917
